episode,curriculum_level,scenario,steps,reward,rolling_avg_reward,loss,success_rate,blocked_action_frequency,rollback_count,containment_conflicts,policy_confidence,unsafe_action_count
355,1,OVERLOAD,12,403.61,347.04,57244.8579,1.00,1.00,12,0,0.1038,12,100.0,1.00,0.0380,0,1,2.2926,0.83,0.58
356,1,LINE_FAULT,12,304.50,337.29,24039952.6427,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
357,1,LINE_FAULT,12,307.41,336.72,5525069.2162,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
358,1,OVERLOAD,12,402.79,336.84,57148.2611,1.00,1.00,12,1,0.1058,12,100.0,1.00,0.0380,0,1,2.2923,0.75,0.50
359,1,OVERLOAD,12,398.99,346.29,52742.8670,1.00,1.00,12,1,0.1021,12,100.0,1.00,0.0380,0,1,2.2928,0.75,0.58
360,1,OVERLOAD,12,402.99,346.51,56005.4419,1.00,1.00,12,1,0.1006,12,100.0,1.00,0.0380,0,1,2.2927,0.75,0.58
361,1,OVERLOAD,12,397.99,354.99,50268.7608,1.00,1.00,12,0,0.0980,12,100.0,1.00,0.0380,0,1,2.2930,0.92,0.58
362,1,LINE_FAULT,12,304.50,354.66,1933827.9555,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
363,1,LINE_FAULT,12,316.44,355.57,439860221.8266,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
364,1,OVERLOAD,12,401.61,364.08,54007.9320,1.00,1.00,12,1,0.0987,12,100.0,1.00,0.0380,0,1,2.2928,0.92,0.58
365,1,LINE_FAULT,12,313.13,355.04,95651678.2904,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
366,1,LINE_FAULT,12,307.81,355.37,22135603.1789,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
367,1,LINE_FAULT,12,307.41,355.37,6133135.0889,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
368,1,LINE_FAULT,12,316.44,346.73,6252255.5795,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
369,1,LINE_FAULT,12,307.81,337.61,379600.6825,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
370,1,LINE_FAULT,12,316.44,328.96,541628.7914,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
371,1,OVERLOAD,12,401.61,329.32,52847.2120,1.00,1.00,12,2,0.0933,12,100.0,1.00,0.0380,0,1,2.2936,1.00,0.50
372,1,LINE_FAULT,12,304.50,329.32,153146.3007,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
373,1,LINE_FAULT,12,316.44,329.32,116959.3657,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
374,1,LINE_FAULT,12,314.50,320.61,20975.9963,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
375,1,OVERLOAD,12,401.61,329.46,53202.3919,1.00,1.00,12,0,0.0988,12,100.0,1.00,0.0380,0,1,2.2929,0.92,0.58
376,1,OVERLOAD,12,401.99,338.87,53432.2056,1.00,1.00,12,0,0.0999,12,100.0,1.00,0.0380,0,1,2.2933,0.92,0.58
377,1,LINE_FAULT,12,313.13,339.45,21743.5463,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
378,1,OVERLOAD,12,400.61,347.86,49574.4194,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2945,0.83,0.58
379,1,OVERLOAD,12,401.99,357.28,54201.8625,1.00,1.00,12,0,0.1007,12,100.0,1.00,0.0380,0,1,2.2946,0.92,0.67
380,1,LINE_FAULT,12,313.13,356.95,8469.4183,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
381,1,LINE_FAULT,12,307.81,347.57,185663.3547,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
382,1,OVERLOAD,12,402.79,357.40,49026.9024,1.00,1.00,12,2,0.1013,12,100.0,1.00,0.0380,0,1,2.2946,0.92,0.50
383,1,LINE_FAULT,12,304.50,356.21,148223.8260,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
384,1,LINE_FAULT,12,307.41,355.50,36561.7301,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
385,1,LINE_FAULT,12,316.44,346.98,3953722.9029,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
386,1,LINE_FAULT,12,314.50,338.23,507407.8258,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
387,1,OVERLOAD,12,404.61,347.38,51255.7936,1.00,1.00,12,2,0.1023,12,100.0,1.00,0.0380,0,1,2.2940,0.83,0.67
388,1,LINE_FAULT,12,304.50,337.77,9839.9213,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
389,1,OVERLOAD,12,396.79,337.25,50609.1766,1.00,1.00,12,0,0.1041,12,100.0,1.00,0.0380,0,1,2.2945,0.58,0.50
390,1,OVERLOAD,12,395.99,345.53,48178.8355,1.00,1.00,12,1,0.1018,12,100.0,1.00,0.0380,0,1,2.2950,0.75,0.50
391,1,LINE_FAULT,12,304.50,345.20,19160.6058,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
392,1,OVERLOAD,12,402.82,345.21,49312.7488,1.00,1.00,12,1,0.1006,12,100.0,1.00,0.0380,0,1,2.2951,0.92,0.67
393,1,OVERLOAD,12,401.99,354.96,46061.8847,1.00,1.00,12,2,0.0973,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.75
394,1,LINE_FAULT,12,304.50,354.66,11309.2921,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
395,1,OVERLOAD,12,399.79,363.00,44330.5435,1.00,1.00,12,1,0.0963,12,100.0,1.00,0.0380,0,1,2.2948,0.83,0.50
396,1,OVERLOAD,12,403.99,371.95,47914.1675,1.00,1.00,12,0,0.0976,12,100.0,1.00,0.0380,0,1,2.2946,1.00,0.58
397,1,LINE_FAULT,12,313.13,362.80,796759.6320,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
398,1,OVERLOAD,12,404.61,372.81,50142.7395,1.00,1.00,12,0,0.1031,12,100.0,1.00,0.0380,0,1,2.2948,0.83,0.58
399,1,OVERLOAD,12,401.99,373.33,46634.1863,1.00,1.00,12,1,0.1023,12,100.0,1.00,0.0380,0,1,2.2951,0.83,0.67
400,1,LINE_FAULT,12,304.50,364.18,6991.7185,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
401,1,OVERLOAD,12,400.79,373.81,42457.7700,1.00,1.00,12,1,0.1018,12,100.0,1.00,0.0380,0,1,2.2953,0.92,0.67
402,1,OVERLOAD,12,399.99,373.53,45524.9943,1.00,1.00,12,1,0.1027,12,100.0,1.00,0.0380,0,1,2.2952,0.92,0.75
403,1,OVERLOAD,12,401.99,373.53,45034.4364,1.00,1.00,12,1,0.0997,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.50
404,1,OVERLOAD,12,398.99,382.98,43622.5619,1.00,1.00,12,0,0.1011,12,100.0,1.00,0.0380,0,1,2.2949,0.92,0.75
405,1,OVERLOAD,12,399.99,383.00,44899.3652,1.00,1.00,12,1,0.0985,12,100.0,1.00,0.0380,0,1,2.2951,0.83,0.75
406,1,OVERLOAD,12,398.99,382.50,42257.3616,1.00,1.00,12,0,0.1039,12,100.0,1.00,0.0380,0,1,2.2952,0.75,0.42
407,1,LINE_FAULT,12,304.50,381.63,8314.6010,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
408,1,OVERLOAD,12,401.79,381.35,42901.1730,1.00,1.00,12,1,0.1031,12,100.0,1.00,0.0380,0,1,2.2954,0.92,0.58
409,1,LINE_FAULT,12,313.13,372.47,321082.9433,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
410,1,OVERLOAD,12,404.61,382.48,42752.2833,1.00,1.00,12,1,0.0988,12,100.0,1.00,0.0380,0,1,2.2953,1.00,0.67
411,1,LINE_FAULT,12,304.50,372.85,7965.7193,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
412,1,OVERLOAD,12,402.79,373.13,43154.6633,1.00,1.00,12,0,0.1016,12,100.0,1.00,0.0380,0,1,2.2948,0.92,0.67
413,1,OVERLOAD,12,401.99,373.13,41787.4440,1.00,1.00,12,0,0.0999,12,100.0,1.00,0.0380,0,1,2.2944,1.00,0.58
414,1,LINE_FAULT,12,313.13,364.54,1080516.7349,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
415,1,OVERLOAD,12,403.61,364.91,40073.3412,1.00,1.00,12,1,0.0977,12,100.0,1.00,0.0380,0,1,2.2940,0.75,0.58
416,1,OVERLOAD,12,398.99,364.91,40289.5603,1.00,1.00,12,0,0.1004,12,100.0,1.00,0.0380,0,1,2.2943,0.83,0.58
417,1,OVERLOAD,12,399.99,374.45,40960.1260,1.00,1.00,12,0,0.1024,12,100.0,1.00,0.0380,0,1,2.2948,0.83,0.50
418,1,OVERLOAD,12,401.99,374.47,41370.1371,1.00,1.00,12,2,0.0977,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.58
419,1,LINE_FAULT,12,304.50,373.61,4631203.7353,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
420,1,OVERLOAD,12,403.79,373.53,41440.0971,1.00,1.00,12,2,0.0945,12,100.0,1.00,0.0380,0,1,2.2946,1.00,0.58
421,1,LINE_FAULT,12,313.13,374.39,708756.1942,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
422,1,LINE_FAULT,12,307.81,364.89,1428556.3057,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
423,1,LINE_FAULT,12,307.41,355.44,248128.5351,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
424,1,LINE_FAULT,12,307.41,354.86,80654.9026,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
425,1,OVERLOAD,12,396.79,354.18,42009.7793,1.00,1.00,12,0,0.0971,12,100.0,1.00,0.0380,0,1,2.2938,0.92,0.58
426,1,LINE_FAULT,12,304.50,344.73,16793.2799,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
427,1,LINE_FAULT,12,316.44,336.38,498779.2712,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
428,1,LINE_FAULT,12,307.81,326.96,10868.0585,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
429,1,LINE_FAULT,12,316.44,328.15,105910.9462,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
430,1,OVERLOAD,12,404.61,328.23,42977.9602,1.00,1.00,12,3,0.0930,12,100.0,1.00,0.0380,0,1,2.2943,1.00,0.67
431,1,LINE_FAULT,12,313.13,328.23,9754.6926,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
432,1,LINE_FAULT,12,314.50,328.90,7741.8529,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
433,1,LINE_FAULT,12,314.50,329.61,7818.9493,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
434,1,OVERLOAD,12,400.61,338.93,38109.0533,1.00,1.00,12,1,0.0989,12,100.0,1.00,0.0380,0,1,2.2942,0.92,0.58
435,1,OVERLOAD,12,398.99,339.15,40131.2381,1.00,1.00,12,1,0.0973,12,100.0,1.00,0.0380,0,1,2.2940,0.58,0.67
436,1,OVERLOAD,12,402.99,349.00,43605.5677,1.00,1.00,12,1,0.0997,12,100.0,1.00,0.0380,0,1,2.2946,0.83,0.58
437,1,LINE_FAULT,12,313.13,348.67,6972.5986,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
438,1,LINE_FAULT,12,307.81,348.67,17547.6226,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
439,1,LINE_FAULT,12,316.44,348.67,9387.1753,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
440,1,OVERLOAD,12,405.61,348.77,40453.3976,1.00,1.00,12,0,0.1074,12,100.0,1.00,0.0380,0,1,2.2954,0.83,0.67
441,1,OVERLOAD,12,399.99,357.46,38901.2571,1.00,1.00,12,1,0.1010,12,100.0,1.00,0.0380,0,1,2.2953,0.75,0.67
442,1,OVERLOAD,12,399.99,366.01,38585.5395,1.00,1.00,12,1,0.1031,12,100.0,1.00,0.0380,0,1,2.2949,0.92,0.67
443,1,LINE_FAULT,12,304.50,365.01,58107.9607,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
444,1,OVERLOAD,12,404.79,365.42,40717.8439,1.00,1.00,12,2,0.1001,12,100.0,1.00,0.0380,0,1,2.2940,0.83,0.67
445,1,OVERLOAD,12,398.99,365.42,40011.8645,1.00,1.00,12,2,0.0966,12,100.0,1.00,0.0380,0,1,2.2942,0.75,0.50
446,1,LINE_FAULT,12,304.50,355.58,8899.5758,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
447,1,OVERLOAD,12,403.79,364.64,40917.8863,1.00,1.00,12,1,0.0966,12,100.0,1.00,0.0380,0,1,2.2949,0.92,0.58
448,1,LINE_FAULT,12,304.50,364.31,6919.1739,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
449,1,LINE_FAULT,12,316.44,364.31,7648.8726,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
450,1,OVERLOAD,12,401.61,363.91,40693.7329,1.00,1.00,12,0,0.1008,12,100.0,1.00,0.0380,0,1,2.2954,0.92,0.67
451,1,OVERLOAD,12,401.99,364.11,41925.9557,1.00,1.00,12,2,0.0989,12,100.0,1.00,0.0380,0,1,2.2952,0.92,0.67
452,1,OVERLOAD,12,398.99,364.01,36505.9521,1.00,1.00,12,0,0.0990,12,100.0,1.00,0.0380,0,1,2.2951,0.92,0.67
453,1,OVERLOAD,12,398.99,373.46,36953.1343,1.00,1.00,12,0,0.1021,12,100.0,1.00,0.0380,0,1,2.2951,1.00,0.58
454,1,LINE_FAULT,12,330.13,365.99,8654.4855,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0015,0.00,0.08
455,1,OVERLOAD,12,403.61,366.46,36762.9506,1.00,1.00,12,0,0.1028,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.58
456,1,OVERLOAD,12,400.99,376.10,37395.3807,1.00,1.00,12,0,0.1009,12,100.0,1.00,0.0380,0,1,2.2947,1.00,0.50
457,1,LINE_FAULT,12,304.50,366.18,8221.5050,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
458,1,OVERLOAD,12,399.82,375.71,38131.4747,1.00,1.00,12,0,0.1003,12,100.0,1.00,0.0380,0,1,2.2946,1.00,0.42
459,1,LINE_FAULT,12,304.50,374.51,7601.5797,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
460,1,LINE_FAULT,12,333.44,367.70,8535.2494,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
461,1,OVERLOAD,12,405.61,368.06,37116.9513,1.00,1.00,12,2,0.0963,12,100.0,1.00,0.0380,0,1,2.2948,0.92,0.58
462,1,LINE_FAULT,12,330.13,361.17,8091.0600,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
463,1,OVERLOAD,12,403.61,361.63,35240.8605,1.00,1.00,12,0,0.1027,12,100.0,1.00,0.0380,0,1,2.2950,0.83,0.50
464,1,LINE_FAULT,12,304.50,359.07,6751.0474,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
465,1,OVERLOAD,12,399.79,358.69,35342.9327,1.00,1.00,12,0,0.0996,12,100.0,1.00,0.0380,0,1,2.2949,0.92,0.42
466,1,OVERLOAD,12,398.99,358.49,35150.5913,1.00,1.00,12,0,0.0987,12,100.0,1.00,0.0380,0,1,2.2948,1.00,0.58
467,1,OVERLOAD,12,401.99,368.24,35588.1929,1.00,1.00,12,1,0.1005,12,100.0,1.00,0.0380,0,1,2.2947,0.75,0.58
468,1,LINE_FAULT,12,304.50,358.71,9534.2832,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
469,1,LINE_FAULT,12,307.41,359.00,7636.9794,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
470,1,OVERLOAD,12,402.79,365.93,40062.9863,1.00,1.00,12,0,0.1013,12,100.0,1.00,0.0380,0,1,2.2945,0.92,0.58
471,1,OVERLOAD,12,398.99,365.27,36993.6603,1.00,1.00,12,1,0.0993,12,100.0,1.00,0.0380,0,1,2.2949,0.92,0.67
472,1,LINE_FAULT,12,330.13,365.27,8312.9979,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
473,1,LINE_FAULT,12,331.50,358.06,8188.3258,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
474,1,LINE_FAULT,12,331.50,360.76,7706.8191,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
475,1,OVERLOAD,12,404.61,361.24,37286.1957,1.00,1.00,12,1,0.1045,12,100.0,1.00,0.0380,0,1,2.2957,0.75,0.67
476,1,OVERLOAD,12,401.99,361.54,34670.4897,1.00,1.00,12,0,0.1012,12,100.0,1.00,0.0380,0,1,2.2954,0.83,0.67
477,1,LINE_FAULT,12,330.13,354.36,9686.8125,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
478,1,LINE_FAULT,12,331.50,357.05,9238.6300,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
479,1,OVERLOAD,12,403.61,366.68,35520.9074,1.00,1.00,12,0,0.1007,12,100.0,1.00,0.0380,0,1,2.2945,0.83,0.58
480,1,LINE_FAULT,12,304.50,356.85,7021.7589,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
481,1,LINE_FAULT,12,307.41,347.69,7789.6598,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
482,1,LINE_FAULT,12,307.41,345.42,7689.7737,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
483,1,LINE_FAULT,12,307.41,343.01,7778.6924,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
484,1,LINE_FAULT,12,307.41,340.60,6927.7826,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
485,1,LINE_FAULT,12,333.44,333.48,8569.0828,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
486,1,LINE_FAULT,12,307.81,324.06,7183.6159,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
487,1,LINE_FAULT,12,333.44,324.39,8358.1461,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
488,1,OVERLOAD,12,399.63,331.21,33935.5416,1.00,1.00,12,0,0.0962,12,100.0,1.00,0.0380,0,1,2.2938,0.83,0.50
489,1,LINE_FAULT,12,330.13,323.86,8865.3063,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
490,1,LINE_FAULT,12,331.50,326.56,8180.2521,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
491,1,OVERLOAD,12,403.61,336.18,35065.5625,1.00,1.00,12,0,0.0976,12,100.0,1.00,0.0380,0,1,2.2933,0.92,0.83
492,1,OVERLOAD,12,401.99,345.64,36697.8655,1.00,1.00,12,0,0.0997,12,100.0,1.00,0.0380,0,1,2.2931,0.83,0.75
493,1,OVERLOAD,12,398.99,354.79,33895.6487,1.00,1.00,12,1,0.0996,12,100.0,1.00,0.0380,0,1,2.2939,0.75,0.58
494,1,LINE_FAULT,12,330.13,357.07,8520.1944,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
495,1,OVERLOAD,12,400.61,363.78,34284.6112,1.00,1.00,12,0,0.1013,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.42
496,1,LINE_FAULT,12,304.50,363.45,8601.1004,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
497,1,OVERLOAD,12,409.99,371.11,35574.7646,1.00,0.92,11,1,0.1019,11,100.0,0.92,0.0380,0,1,2.2950,0.83,0.67
498,1,OVERLOAD,12,401.99,371.34,37122.6507,1.00,1.00,12,2,0.0977,12,100.0,1.00,0.0380,0,1,2.2946,1.00,0.67
499,1,OVERLOAD,12,401.99,378.53,33832.5980,1.00,1.00,12,2,0.0980,12,100.0,1.00,0.0380,0,1,2.2945,0.83,0.58
500,1,LINE_FAULT,12,330.13,378.39,8238.9490,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
501,1,OVERLOAD,12,404.61,378.49,36990.8108,1.00,1.00,12,2,0.0979,12,100.0,1.00,0.0380,0,1,2.2950,0.92,0.67
502,1,LINE_FAULT,12,304.50,368.74,7337.5090,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
503,1,OVERLOAD,12,399.79,368.82,35031.9459,1.00,1.00,12,0,0.1045,12,100.0,1.00,0.0380,0,1,2.2954,0.92,0.50
504,1,OVERLOAD,12,402.99,376.11,36605.4153,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2954,0.92,0.67
505,1,LINE_FAULT,12,330.13,369.06,7862.1923,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
506,1,OVERLOAD,12,448.38,383.45,40122.2642,1.00,0.75,9,1,0.1027,9,100.0,0.75,0.0372,0,1,2.2955,0.83,0.58
507,1,LINE_FAULT,12,304.37,372.89,7698.0263,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
508,1,OVERLOAD,12,402.79,372.97,34462.7398,1.00,1.00,12,0,0.0995,12,100.0,1.00,0.0380,0,1,2.2948,1.00,0.50
509,1,OVERLOAD,12,395.99,372.37,32814.4739,1.00,1.00,12,0,0.1009,12,100.0,1.00,0.0380,0,1,2.2942,0.75,0.58
510,1,OVERLOAD,12,401.99,379.55,35161.6155,1.00,1.00,12,1,0.0964,12,100.0,1.00,0.0380,0,1,2.2938,1.00,0.58
511,1,LINE_FAULT,12,304.50,369.54,7734.3996,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
512,1,LINE_FAULT,12,333.44,372.44,8030.2466,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
513,1,OVERLOAD,12,403.63,372.82,35386.1265,1.00,1.00,12,0,0.0978,12,100.0,1.00,0.0380,0,1,2.2952,1.00,0.58
514,1,OVERLOAD,12,398.99,372.42,33386.4410,1.00,1.00,12,1,0.0986,12,100.0,1.00,0.0380,0,1,2.2957,0.75,0.58
515,1,OVERLOAD,12,407.38,380.15,1728246971.9153,1.00,0.92,11,0,0.1759,11,100.0,0.92,0.0401,0,1,2.1531,0.67,0.58
516,1,LINE_FAULT,12,304.13,365.72,19990344.6768,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
517,1,LINE_FAULT,12,333.44,368.63,214605.3077,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
518,1,LINE_FAULT,12,331.50,361.50,62446.8858,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
519,1,LINE_FAULT,12,307.81,352.68,27174714.5184,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
520,1,LINE_FAULT,12,333.44,345.82,150662.0216,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
521,1,LINE_FAULT,12,307.81,346.16,9279609.8704,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
522,1,LINE_FAULT,12,307.41,343.55,1290142.0550,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
523,1,OVERLOAD,12,403.82,343.57,32996.7168,1.00,1.00,12,1,0.1014,12,100.0,1.00,0.0380,0,1,2.2978,0.92,0.67
524,1,OVERLOAD,12,401.99,343.87,32307.4080,1.00,1.00,12,0,0.1037,12,100.0,1.00,0.0380,0,1,2.2978,0.92,0.67
525,1,OVERLOAD,12,398.99,343.03,30457.1729,1.00,1.00,12,0,0.1034,12,100.0,1.00,0.0380,0,1,2.2977,0.83,0.50
526,1,LINE_FAULT,12,304.50,343.07,1358323.8636,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
527,1,LINE_FAULT,12,333.44,343.07,325166.9224,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
528,1,OVERLOAD,12,403.61,350.28,32640.3771,1.00,1.00,12,1,0.1052,12,100.0,1.00,0.0380,0,1,2.2977,0.75,0.58
529,1,LINE_FAULT,12,330.13,352.51,143818.8317,0.00,1.00,12,0,1.0000,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
530,1,OVERLOAD,12,403.61,359.53,30832.9144,1.00,1.00,12,1,0.1017,12,100.0,1.00,0.0380,0,1,2.2975,1.00,0.67
531,1,LINE_FAULT,12,304.50,359.20,1084969.6849,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
532,1,OVERLOAD,12,404.79,368.94,32463.1671,1.00,1.00,12,1,0.1028,12,100.0,1.00,0.0380,0,1,2.2973,0.83,0.58
533,1,LINE_FAULT,12,304.50,359.01,399572.2926,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
